Category,Length,Views,Rate
Comedy,600,238,5
Comedy,31,208,0
Sports,218,205,0
Comedy,43,213,0
Comedy,59,207,0
Comedy,179,217,0
Music,439,218,0
Entertainment,480,211,0
Entertainment,5,203,5
Entertainment,149,213,0
Entertainment,86,205,0
Entertainment,21,228,0
Comedy,31,64,1
Comedy,97,75,2
Comedy,65,3,0
People & Blogs,151,150,0
Comedy,13,15,0
People & Blogs,33,215,0
Travel & Events,84,7,0
Music,205,11,0
Film & Animation,526,2,0
People & Blogs,59,16,0
People & Blogs,49,3,0
Autos & Vehicles,31,38,0
Science & Technology,100,0,0
Music,207,9,0
Music,324,14,0
Pets & Animals,47,3,0
Entertainment,167,48,5
Entertainment,47,11,0
Entertainment,145,218,0
Entertainment,563,64,0
Comedy,8,12,0
Travel & Events,593,10,0
Entertainment,76,3,0
Entertainment,14,28,0
Entertainment,220,16,0
Film & Animation,125,1,0
Science & Technology,479,0,0
Entertainment,121,73,5
People & Blogs,32,13,0
Pets & Animals,148,37,5
Entertainment,357,23,4
Entertainment,91,202,0
Sports,20,0,0
Music,81,9,0
Music,330,18,0
Music,117,0,0
Film & Animation,10,11,5
Howto & Style,108,17,0
Entertainment,14,0,0
Comedy,239,41,1
Music,232,0,0
People & Blogs,15,4,0
People & Blogs,43,18,0
Pets & Animals,136,8,4
Pets & Animals,44,5,0
Music,195,0,0
Film & Animation,515,0,0
Science & Technology,261,32,0
Entertainment,230,80,5
Entertainment,86,0,0
Entertainment,39,0,0
People & Blogs,50,256,5
People & Blogs,22,0,0
Travel & Events,26,0,0
Science & Technology,88,0,0
News & Politics,21,14,0
Entertainment,169,0,0
Comedy,243,18,0
People & Blogs,82,0,0
People & Blogs,141,3,0
Film & Animation,75,2,0
Entertainment,34,8,0
Entertainment,61,13,0
Comedy,44,2,0
Comedy,410,56,2
People & Blogs,41,26,0
Film & Animation,637,56,0
Film & Animation,285,0,0
Entertainment,11,50,0
People & Blogs,206,0,0
Travel & Events,283,0,0
Sports,198,219,1
Entertainment,224,3,0
Comedy,41,0,0
Music,221,3,0
Comedy,12,0,0
Music,392,0,0
Music,258,2,0
Autos & Vehicles,12,0,0
Film & Animation,300,12,0
Education,540,12,0
Entertainment,103,0,0
Sports,151,0,0
People & Blogs,184,57280,4.21
Comedy,153,948718,4.64
People & Blogs,183,64212,4.32
People & Blogs,109,19193,4.72
People & Blogs,227,548,4
Entertainment,68,27810,4
Comedy,163,44406,3.91
Howto & Style,118,1804,3.66
Comedy,165,35095,4.68
People & Blogs,327,34828,3.2
People & Blogs,52,38377,3.25
People & Blogs,391,44370,4.28
Entertainment,56,48874,4.92
Comedy,171,5234,4.87
People & Blogs,96,972,3.94
Sports,274,173307,4.18
People & Blogs,135,3596,4.86
Entertainment,602,42424,4.89
Entertainment,315,12519,4.81
Entertainment,70,15862,4.59
Pets & Animals,244,987556,3.72
Science & Technology,359,19526,3.08
Education,84,690312,4.34
Music,285,490,3.67
Music,275,203654,4.71
Film & Animation,660,976,5
Film & Animation,126,116,5
Education,82,113023,2.37
Howto & Style,41,305222,3.31
Music,236,136097,4.49
Sports,359,2059,4.89
Film & Animation,622,208,5
Comedy,79,570,3.67
Entertainment,277,592077,3.44
Music,279,171747,2.78
Music,270,158775,4.78
Comedy,82,156654,4.75
Music,264,85413,4.11
Entertainment,569,140655,4.77
Sports,112,96366,4.62
Sports,11,73989,4.15
Comedy,81,56056,2.19
Music,192,62858,4.83
Sports,11,56381,3.58
Sports,177,63283,4.61
Sports,145,55317,4.14
Autos & Vehicles,179,48357,4.34
Entertainment,437,47054,3.52
Music,289,45028,4.64
Music,186,26830,4.91
Comedy,133,2104,4.88
Entertainment,26,10978,4.91
Comedy,221,11883,4.8
Entertainment,579,44859,4.83
Comedy,148,11442,4.69
Entertainment,563,37545,4.78
Entertainment,579,33064,4.86
Music,216,30728,4.06
Music,278,360233,4.84
Comedy,196,4722,4.81
Entertainment,119,19611,4.7
News & Politics,1698,25766,4.85
Comedy,350,23510,4.26
People & Blogs,609,18026,4.77
Nonprofits & Activism,600,908,4.93
Comedy,79,8167,4.82
Sports,354,15403,4.72
Film & Animation,280,276691,4.22
Entertainment,593,6173,4.93
Music,38,187225,4.48
Entertainment,54,18195,4.79
Film & Animation,483,1374,5
Entertainment,43,145967,1.99
Film & Animation,353,44934,2.47
News & Politics,158,23769,4.48
Science & Technology,541,0,0
Entertainment,228,0,0
Travel & Events,70,0,0
Music,35,0,0
Howto & Style,215,1,0
Entertainment,295,0,0
Comedy,345,0,0
Comedy,12,0,0
Comedy,6,0,0
People & Blogs,180,0,0
Entertainment,198,2,5
People & Blogs,266,0,0
Entertainment,9,0,0
Comedy,49,0,0
People & Blogs,24,0,0
People & Blogs,108,1,0
Film & Animation,181,2,0
Entertainment,390,0,0
Comedy,53,0,0
People & Blogs,43,0,0
Sports,17,0,0
Autos & Vehicles,16,0,0
Entertainment,63,0,0
Comedy,65,1,0
Music,279,0,0
Film & Animation,31,3,0
Film & Animation,30,0,0
Entertainment,113,4,0
Comedy,22,0,0
People & Blogs,448,0,0
Autos & Vehicles,207,0,0
Travel & Events,173,0,0
Pets & Animals,38,0,0
Music,249,0,0
Autos & Vehicles,19,0,0
Entertainment,20,0,0
Comedy,26,0,0
Entertainment,72,0,0
Comedy,16,0,0
Travel & Events,117,0,0
Education,168,5,0
Howto & Style,64,0,0
Entertainment,14,0,0
Entertainment,596,0,0
People & Blogs,32,0,0
People & Blogs,40,0,0
Travel & Events,97,2,0
Education,61,0,0
Entertainment,600,0,0
People & Blogs,86,0,0
Travel & Events,22,0,0
Music,205,0,0
Nonprofits & Activism,104,0,0
Entertainment,335,0,0
Comedy,154,0,0
Comedy,580,0,0
Sports,62,0,0
Sports,12,0,0
Sports,69,0,0
Pets & Animals,70,0,0
Autos & Vehicles,125,0,0
Sports,78,0,0
Sports,19,0,0
Entertainment,65,0,0
Entertainment,125,3,0
Comedy,16,0,0
Pets & Animals,45,0,0
Music,113,0,0
Music,207,0,0
Comedy,90,0,0
Comedy,390,0,0
Comedy,15,0,0
People & Blogs,398,0,0
Travel & Events,146,0,0
Sports,98,0,0
Music,120,0,0
Nonprofits & Activism,68,2,0
Entertainment,530,0,0
Pets & Animals,21,0,0
Music,289,0,0
Science & Technology,600,0,0
Entertainment,270,0,0
Music,221,0,0
Film & Animation,250,0,0
News & Politics,553,1,0
Travel & Events,72,0,0
Entertainment,63,0,0
Sports,286,0,0
Music,196,0,0
Music,280,0,0
Music,211,5,0
Film & Animation,241,0,0
Film & Animation,58,0,0
Sports,10,0,0
Music,207,0,0
Education,354,0,0
Comedy,215,0,0
Comedy,32,0,0
Travel & Events,31,1,0
Science & Technology,124,62440,2.69
Entertainment,219,132882,4.55
People & Blogs,161,60922,4.89
Entertainment,59,94862,4.85
Comedy,158,29261,4.55
Entertainment,229,120520,4.71
Entertainment,330,57077,4.77
Entertainment,64,31391,4.12
Music,50,85286,4.78
Music,243,178296,2.96
Entertainment,605,57067,3.65
Film & Animation,396,2719,4.88
People & Blogs,89,8749,4.56
People & Blogs,91,46326,4.51
Education,245,557,3.49
Entertainment,378,33478,4.94
People & Blogs,622,26821,4.78
Nonprofits & Activism,349,12620,4.18
Entertainment,59,45397,4.9
Entertainment,60,45646,4.85
Music,247,1087,0
Music,216,1781,3.23
Comedy,244,255,3.67
Pets & Animals,228,829,3.57
Comedy,225,1950,4.7
Entertainment,541,1008,3.83
Music,178,155906,4.36
Comedy,168,336167,3.08
Sports,252,485528,3.56
Film & Animation,104,877,5
Comedy,222,151760,4.72
People & Blogs,123,215732,3.11
Education,189,206,4
Music,263,432039,3.53
Entertainment,231,268559,2.97
Sports,117,200996,4.57
Sports,470,139363,4.45
Sports,98,73742,4.74
News & Politics,148,63468,4.64
Sports,114,49933,4.79
Music,600,61023,4.94
Comedy,73,58604,4.31
Sports,166,57993,4.75
Film & Animation,181,1760065,3.52
Music,193,74682,4.89
Entertainment,107,92740,4.65
Entertainment,191,25443,4.91
Entertainment,56,14849,4.97
Entertainment,59,22421,4.88
 UNA ,300,19970,4.89
Music,178,16614,4.83
 UNA ,278,4436,4.89
Entertainment,109,26430,4.82
Music,230,5945,4.79
People & Blogs,99,16634,5
Comedy,261,21728,4.83
Entertainment,804,9997,4.76
Pets & Animals,216,10277,4.91
Comedy,131,31659,4.83
Science & Technology,598,12892,4.92
Comedy,64,7377,4.72
Entertainment,143,201,4.85
Comedy,600,11089,4.97
Entertainment,59,138645,4.77
Music,66,148000,3.43
Music,136,77945,4.86
Music,119,77990,4.74
Music,190,101258,4.81
Music,119,41848,3.13
Music,56,34767,4.26
Music,35,42200,3.83
Music,72,36333,4.73
Music,76,32806,3.39
Music,91,27872,3.76
Film & Animation,205,96804,4.06
Comedy,318,268544,4.66
Film & Animation,146,65126,4.74
Autos & Vehicles,108,18562,3.79
Music,228,63578,4.96
Sports,1322,61922,4.76
Comedy,424,23756,4.11
Music,234,196991,4.82
People & Blogs,194,18491,3.64
Film & Animation,151,316489,4.92
Pets & Animals,94,195066,4.71
Education,282,123,1
Howto & Style,216,44,5
Entertainment,224,74,0
Comedy,34,61,0
Sports,32,50,0
Film & Animation,447,10,0
Entertainment,590,41,0
Entertainment,404,63,0
People & Blogs,138,48,0
People & Blogs,49,60,0
Music,203,0,0
Film & Animation,149,0,0
Entertainment,63,0,0
Comedy,178,11,0
Pets & Animals,30,17,0
Entertainment,37,0,0
Music,62,0,0
News & Politics,21,0,0
Entertainment,161,0,0
Entertainment,77,18,0
Entertainment,100,0,0
Comedy,53,0,0
People & Blogs,140,0,0
Entertainment,58,5,0
Sports,11,2,0
Pets & Animals,214,0,0
Music,191,1,0
Science & Technology,531,0,0
Education,69,0,0
Sports,52,0,0
Music,646,0,0
Education,30,0,0
Entertainment,150,0,0
Entertainment,282,0,0
Music,91,0,0
Music,223,5,0
Entertainment,221,11,0
People & Blogs,32,11,0
Entertainment,225,8,0
People & Blogs,260,0,0
People & Blogs,47,0,0
Travel & Events,22,0,0
Autos & Vehicles,142,0,0
People & Blogs,35,0,0
People & Blogs,439,0,0
People & Blogs,164,16,0
People & Blogs,5,0,0
Travel & Events,83,6,0
Music,135,10,0
Entertainment,27,1,0
People & Blogs,43,0,0
People & Blogs,51,0,0
Music,319,1,0
Entertainment,62,0,0
Entertainment,359,0,0
Travel & Events,21,5,0
Sports,123,2,0
Music,339,0,0
Music,198,37,0
Autos & Vehicles,18,3,0
Entertainment,228,0,0
Entertainment,15,9,0
Entertainment,24,0,0
Comedy,71,0,0
Music,82,0,0
Entertainment,6,203,0
Comedy,181,0,0
Entertainment,186,0,0
Music,155,63,0
Music,616,1,0
Education,51,7,0
Howto & Style,118,0,0
Entertainment,31,0,0
Entertainment,86,0,0
People & Blogs,127,207,5
Music,222,0,0
Comedy,43,0,0
People & Blogs,597,0,0
People & Blogs,48,0,0
Sports,58,0,0
Autos & Vehicles,368,0,0
Entertainment,238,1,0
Entertainment,83,0,0
Music,9,0,0
Music,344,0,0
Autos & Vehicles,89,1,0
Entertainment,176,2,0
Comedy,5,0,0
Music,181,3,5
Howto & Style,36,2,0
Comedy,207,0,0
Sports,63,0,0
News & Politics,505,1,0
Comedy,53,1,0
Comedy,67,0,0
People & Blogs,68,0,0
Education,26,1,0
Travel & Events,16,0,0
Pets & Animals,30,0,0
Entertainment,206,142046,4.78
Entertainment,286,319074,4.73
News & Politics,419,136696,4.62
Entertainment,56,121662,4.82
Entertainment,217,42589,4.15
Comedy,171,706,4.93
Entertainment,364,67665,4.73
Entertainment,191,142004,4.68
News & Politics,108,59019,2.11
Music,90,130933,3.46
Music,206,30109,4.84
Comedy,542,10671,4.84
Comedy,61,2416,4.59
News & Politics,129,135694,4.75
Science & Technology,373,10805,3.93
Music,264,60039,3.63
Entertainment,191,33690,4.72
Entertainment,119,23407,4.88
Comedy,157,27097,4.63
People & Blogs,88,30439,2.83
Music,102,220,0
People & Blogs,157,974,4.84
Comedy,121,201,5
Entertainment,420,3869,4.62
Sports,185,1460,4.86
Music,172,328243,4.27
People & Blogs,98,3183,4.31
Education,208,742,4.28
News & Politics,84,765188,4.44
News & Politics,128,559158,4.47
Sports,32,213048,4.67
Comedy,443,181759,3.9
Sports,54,175702,4.3
Comedy,230,161352,4.22
Film & Animation,471,231141,3.32
Sports,31,131575,3.07
Music,249,112745,2.84
Music,241,95396,4.12
Music,258,85897,4.48
News & Politics,1262,116389,4.83
Entertainment,661,82485,4.73
Music,169,837819,4.07
Comedy,230,30452,4.9
Music,267,59060,4.84
Entertainment,186,20121,4.94
Music,163,55677,4.23
Sports,31,21307,4.99
Entertainment,157,15081,4.93
Music,374,945,4.96
Music,297,692,4.83
Music,220,508,4
Music,215,687,4
Music,197,513,3.34
Music,231,1417,3.99
Science & Technology,660,101585,4.93
Music,238,11372,4.91
People & Blogs,473,19776,4.88
News & Politics,130,6778,4.6
Education,561,5373,4.93
Comedy,202,8596,4.68
People & Blogs,205,11801,4.61
News & Politics,234,158977,3.79
Music,146,439655,4.55
Comedy,431,5620,4.12
Music,961,92568,4.2
Nonprofits & Activism,191,39315,4.97
Entertainment,501,45674,4.86
Music,282,6178,5
Science & Technology,373,32717,3.23
Entertainment,783,3709,4.72
Entertainment,217,123183,3.07
Pets & Animals,97,46477,4.76
Entertainment,93,44051,4.23
Education,5,1867126,1.48
Entertainment,303,199,5
Entertainment,32,175,3
People & Blogs,224,158,0
Film & Animation,461,169,4
Film & Animation,600,151,0
News & Politics,266,144,0
Entertainment,570,149,0
Comedy,79,156,1
Education,14,135,0
Entertainment,26,94,0
Entertainment,14,48,5
Entertainment,60,0,0
Entertainment,600,0,0
Music,3,18,0
Music,207,0,0
Education,74,16,0
Entertainment,30,16,0
Entertainment,21,30,0
Sports,245,14,0
Pets & Animals,38,40,0
News & Politics,21,2,0
Entertainment,116,0,0
Entertainment,30,0,0
People & Blogs,16,0,0
People & Blogs,30,0,0
Nonprofits & Activism,270,0,0
Science & Technology,55,0,0
Entertainment,249,1,0
People & Blogs,17,101,0
Music,207,0,0
Music,299,1,0
Entertainment,132,4,5
Comedy,19,11,0
People & Blogs,300,19,0
Sports,276,0,0
Music,158,0,0
Entertainment,38,1,0
Entertainment,78,4,0
Comedy,26,0,0
Pets & Animals,44,0,0
Entertainment,58,0,0
People & Blogs,255,0,0
Autos & Vehicles,77,0,0
Howto & Style,152,0,0
Entertainment,200,0,0
Comedy,216,0,0
People & Blogs,12,0,0
Education,211,0,0
News & Politics,300,0,0
Entertainment,14,0,0
Comedy,36,2,0
Sports,414,0,0
Education,6,5,0
Entertainment,101,0,0
Comedy,30,0,0
Entertainment,47,0,0
Education,51,0,0
Howto & Style,14,0,0
Comedy,57,0,0
Film & Animation,565,1,0
People & Blogs,250,0,0
People & Blogs,416,0,0
Music,225,0,0
Music,142,0,0
Comedy,158,0,0
Comedy,33,0,0
People & Blogs,309,0,0
People & Blogs,595,0,0
People & Blogs,41,0,0
Sports,103,0,0
Entertainment,13,55,0
Entertainment,87,0,0
Sports,93,0,0
Film & Animation,7,3,0
Entertainment,325,1,0
People & Blogs,340,0,0
Film & Animation,123,0,0
Entertainment,9,2,0
Entertainment,422,0,0
Entertainment,150,0,0
Comedy,26,1,0
Music,202,1,0
Entertainment,71,2,0
Travel & Events,61,0,0
Music,430,0,0
Comedy,153,0,0
Comedy,20,0,0
Comedy,17,0,0
People & Blogs,243,0,0
Film & Animation,354,5,0
Film & Animation,40,0,0
Comedy,24,15,0
Autos & Vehicles,93,0,0
Howto & Style,104,17,0
People & Blogs,279,0,0
Music,117,21,5
Film & Animation,27,49,5
Entertainment,91,0,0
People & Blogs,17,210,5
People & Blogs,32,7,0
Entertainment,556,215836,4.91
News & Politics,98,425012,4.27
Comedy,88,144708,4.63
Entertainment,43,9282,4.33
People & Blogs,61,5676,4.95
Entertainment,236,107326,4.77
Entertainment,247,6968,5
Comedy,127,36002,4.3
People & Blogs,394,61584,4.87
News & Politics,25,89396,4.04
Film & Animation,101,16651,3.5
Music,276,230811,4.73
Comedy,213,28319,4.21
Music,183,38986,4.66
Howto & Style,863,18302,4.84
People & Blogs,159,8570,4.87
Film & Animation,450,21167,4.94
News & Politics,495,70564,4.88
Entertainment,563,16741,4.21
Entertainment,278,19911,4.96
Science & Technology,154,61872,2.84
Howto & Style,331,1523943,3.05
Music,216,666,4.76
Film & Animation,640,706,4.93
Comedy,105,281,3.91
Science & Technology,853,292,5
Comedy,422,1808,4.75
Film & Animation,103,202208,4.64
Howto & Style,888,134455,4.46
Entertainment,292,19189,4.88
Entertainment,359,265952,3.25
Film & Animation,450,154849,4.76
Film & Animation,558,107918,4.79
Music,259,99033,4.46
Sports,135,105390,4.81
Film & Animation,628,92797,4.87
Sports,113,81807,4.09
Music,590,69630,4.57
Entertainment,568,59756,4.57
Sports,105,62404,3.67
Sports,27,55576,4.84
Sports,26,59237,4.7
People & Blogs,202,108941,4.53
Film & Animation,600,58249,4.47
Comedy,448,551857,3.23
Entertainment,90,33734,4.88
Film & Animation,167,32753,4.86
Entertainment,707,22851,4.68
Entertainment,594,33998,4.67
Comedy,76,21594,4.48
Entertainment,455,3069,4.9
Entertainment,295,2772,4.94
Music,242,20822,4.8
Music,179,49048,4.81
Pets & Animals,169,1917,4.92
Music,479,27619,4.87
Music,219,156450,4.77
Science & Technology,182,13432,4.98
Entertainment,143,24236,4.72
Music,284,9002,4.83
Comedy,419,12304,4.66
Music,222,472,4.99
Music,245,405,5
Music,132,734,5
Music,234,426,5
Music,245,367,5
Music,213,711,4.99
Music,245,385,5
Nonprofits & Activism,1534,223,4.37
Film & Animation,308,213,4.37
Film & Animation,202,209,3.14
Film & Animation,432,216,4.4
Film & Animation,191,227,3.88
Film & Animation,234,221,4.12
Film & Animation,181,232,4.42
Film & Animation,87,259,3.71
Film & Animation,148,204,4.43
Film & Animation,179,215,3
Film & Animation,281,208,4.38
Film & Animation,252,221,3.89
Pets & Animals,86,473905,4.76
Music,269,186477,4.05
People & Blogs,8,26166,4.42
Sports,96,498645,3.81
Howto & Style,340,68713,4.71
Comedy,287,2814,3.2
Film & Animation,485,67895,4.83
Sports,383,1328,5
Entertainment,96,72319,4.77
Film & Animation,401,54743,4.92
Entertainment,141,73162,4.67
Comedy,148,5319,3.19
Comedy,103,79488,3.4
Entertainment,80,228,0
People & Blogs,536,186,0
Music,22,184,0
Film & Animation,143,173,5
Entertainment,592,165,0
Comedy,27,173,0
Music,28,187,5
People & Blogs,283,156,0
Sports,183,152,0
Music,410,153,0
Film & Animation,91,1,0
News & Politics,69,10,0
Entertainment,29,7,0
Science & Technology,549,8,0
Comedy,9,3,0
People & Blogs,150,8,0
Travel & Events,238,6,0
Music,201,0,0
Science & Technology,6,14,0
People & Blogs,108,9,0
Entertainment,25,38,0
Travel & Events,130,11,0
Music,39,49,0
Film & Animation,156,0,0
Entertainment,129,0,0
Entertainment,192,10,0
Sports,15,12,0
Music,428,36,0
Film & Animation,95,16,0
Entertainment,26,1,0
Comedy,44,9,5
Music,312,0,0
Film & Animation,81,9,0
Comedy,45,5,0
People & Blogs,91,3,0
Sports,97,8,0
Music,359,13,0
Film & Animation,140,0,0
Comedy,97,0,0
Sports,392,1,0
Music,65,39,0
Entertainment,47,3,0
Entertainment,29,12,0
Comedy,38,15,0
Music,252,4,0
Music,112,0,0
Autos & Vehicles,22,0,0
People & Blogs,39,14,5
Entertainment,23,0,0
Entertainment,136,0,0
Entertainment,283,15,0
Sports,161,2,5
Howto & Style,25,0,0
Entertainment,90,0,0
Entertainment,84,20,5
People & Blogs,10,0,0
Autos & Vehicles,12,17,0
Entertainment,199,45,0
Comedy,294,0,0
Comedy,86,13,4
Comedy,90,5,0
People & Blogs,56,8,0
Music,260,28,0
Entertainment,60,0,0
Comedy,28,141,0
Autos & Vehicles,36,5,0
People & Blogs,42,0,0
Sports,30,7,0
Entertainment,16,0,0
Entertainment,182,12,0
People & Blogs,406,0,0
Sports,170,0,0
Film & Animation,139,0,0
News & Politics,49,0,0
Entertainment,46,164,0
Comedy,192,0,0
People & Blogs,259,9,0
People & Blogs,286,0,0
Pets & Animals,77,0,0
Music,301,0,0
Education,533,0,0
People & Blogs,51,3,0
People & Blogs,10,0,0
Film & Animation,154,1,0
Entertainment,185,0,0
Entertainment,7,2,0
Entertainment,63,0,0
Comedy,76,38,0
Comedy,63,6,0
Comedy,270,6,0
Comedy,47,21,1
Sports,97,0,0
Music,66,2,0
Music,331,0,0
Entertainment,502,0,0
Comedy,37,0,0
People & Blogs,263,0,0
People & Blogs,54,0,0
Music,459,0,0
People & Blogs,99,987306,4.07
Entertainment,37,57320,3.73
Entertainment,165,182045,4.59
People & Blogs,388,33783,4.24
Entertainment,12,55053,3.25
Comedy,178,114216,4.7
Entertainment,221,27299,3.61
Howto & Style,252,7908,4.99
News & Politics,492,105070,4.86
Howto & Style,435,3356,4
Comedy,64,844318,3.59
Sports,54,64165,4.64
Howto & Style,62,1390,4.92
People & Blogs,1093,126818,4.4
Entertainment,361,13100,4.91
Science & Technology,600,4709,4.68
Sports,24,246366,4.65
News & Politics,244,3496,3.31
Entertainment,320,16592,4.85
People & Blogs,61,606,4.97
Entertainment,361,421,0
Comedy,147,602013,3.05
Comedy,27,545,4.11
Pets & Animals,22,514,5
Travel & Events,447,13569,4.3
Music,156,207165,4.5
Pets & Animals,205,801,4.7
Sports,139,331493,3.73
Film & Animation,225,843,3.33
Film & Animation,657,194,3
Entertainment,187,316,5
Howto & Style,166,435316,2.02
Travel & Events,386,221,4.67
Sports,45,3156,4.11
Entertainment,280,565041,3.53
Comedy,334,155892,4.17
Sports,127,163633,4.79
Sports,36,141408,4.57
Sports,42,84744,4.65
News & Politics,40,80325,3.29
Entertainment,516,89368,4.82
Entertainment,565,85876,4.78
Sports,134,80691,4.71
Entertainment,528,74481,4.81
Sports,25,77053,4.69
Howto & Style,123,67624,2.41
News & Politics,241,71561,4.6
Film & Animation,33,56383,4.9
Comedy,215,10005,4.9
Music,324,1208,4.95
Music,150,618,4.88
Music,297,890,4.96
Music,222,737,4.67
Music,245,529,3.99
Music,132,544,2.27
Music,245,1183,4.98
Music,245,696,4.98
Music,197,707,4.97
Music,195,625,4.88
Music,181,74798,4.73
Music,230,473,4.23
Film & Animation,33,47013,4.84
Music,264,795,4.98
Music,52,16453,4.73
People & Blogs,75,333280,4.61
People & Blogs,294,15733,4.92
Comedy,208,5927,4.93
Comedy,221,8260,4.92
People & Blogs,152,12801,4.73
Entertainment,203,8010,4.8
People & Blogs,367,146724,4.86
Music,302,953,4.98
Music,258,548,5
Science & Technology,382,61058,4.84
News & Politics,240,17450,3.56
People & Blogs,271,306232,3.81
People & Blogs,161,53984,4.48
Music,241,107167,4.83
Autos & Vehicles,240,6083,4.87
Science & Technology,102,47132,2.85
Entertainment,336,119973,4.68
Comedy,36,1282,2.33
Science & Technology,217,90497,4.2
Film & Animation,363,6707,4.88
Science & Technology,61,103903,4.14
