Length,Views,Rate
563,1275,4.96
277,1495,4.88
199,578,4.85
156,876,4.89
349,3534,4.62
202,2767,5
390,4866,4.87
66,1419,4.91
49,2333,4.89
35,1301,3.47
129,201,5
177,153,5
97,222,5
28,739,4.94
41,183,5
175,370,4.75
275,267,4.91
43,153,5
116,570,4.97
263,142091,4.47
151,262630,4.82
275,84118,4.81
456,88229,4.92
167,130252,4.23
550,93517,4.65
41,73168,2.99
57,100280,4.94
301,71201,4.7
171,23556,4.89
422,20466,4.89
70,43069,4.52
95,61663,4.7
192,28968,4.93
421,19203,4.79
570,67492,4.86
209,54272,4
179,84827,4.15
426,17136,5
273,1225458,4.63
592,167262,4.75
147,282995,4.91
77,1397,4.86
113,4319,4.78
187,4474,4.83
341,6786,4.67
53,16588,4.88
252,585,4.89
292,191,4.92
113,1547,4.94
215,274,4.98
134,755,5
246,544,4.9
255,683,4.78
208,6624,4.21
188,385,4.85
246,9605,4.87
288,873,4.87
600,2714,4.92
249,777,4.9
230,330,5
86,68743,3.97
570,49608,4.86
441,25792,5
583,76411,4.69
540,4317,5
245,117955,4.9
379,35003,4.91
165,44668,4.45
181,18346,4.97
2184,41963,4.64
193,44724,4.8
85,33048,3.98
76,45562,2.5
518,23465,4.88
318,14506,4
600,5068,5
373,0,0
330,43,0
68,0,0
358,3,0
194,1,0
80,0,0
261,0,0
276,0,0
235,1,0
176,0,0
87,0,0
9,1,0
599,2,0
237,0,0
61,4,0
291,0,0
119,5,0
12,0,0
246,0,0
168,2,0
79,0,0
12,0,0
154,0,0
162,0,0
404,0,0
198,0,0
312,0,0
319,0,0
140,0,0
95,1,0
137,5,0
0,0,0
148,3,0
242,0,0
323,0,0
203,0,0
48,0,0
0,0,0
55,0,0
58,0,0
269,0,0
272,0,0
142,0,0
391,10,5
100,1,0
249,0,0
0,0,0
246,0,0
175,0,0
228,0,0
326,15,0
247,0,0
254,0,0
600,0,0
224,0,0
249,1,0
313,0,0
241,0,0
250,0,0
204,14,5
0,0,0
249,0,0
110,0,0
173,0,0
195,2,0
311,0,0
353,0,0
229,0,0
160,0,0
253,3,0
327,0,0
260,0,0
225,0,0
216,0,0
206,0,0
162,0,0
264,0,0
249,0,0
167,0,0
385,1,0
192,0,0
192,0,0
222,0,0
31,0,0
29,0,0
154,3,5
191,0,0
47,0,0
34,0,0
381,0,0
205,0,0
214,1,0
181,0,0
310,0,0
73,0,0
120,1,0
405,0,0
41,0,0
254,1,0
283,0,0
241,1091,5
37,8179,4.79
149,15161,4.87
144,11868,4.95
219,3315,4.84
106,2474,5
364,2625,4.95
263,2333,4.92
315,45960,4.76
5,375,5
272,380,4.93
515,10223,4.82
599,1504,5
64,3658,4.75
57,3466,4.8
46,706,4.02
104,518,4.92
227,1013,4.62
834,112647,4.66
294,5739,3.48
34,224,4.53
368,331967,4.8
163,741,4.98
59,419,4.85
93,659,2.73
12,345,4.86
19,355,4.93
160,1216,4.32
101,213,5
157,156626,4.77
399,226080,4.02
49,58304,4.88
23,234426,3.59
333,61356,4.94
246,65607,4.8
81,146098,2.75
577,62922,4.88
561,347225,4.05
124,98882,4.79
269,115033,3.63
223,59241,4.51
394,26251,4.82
258,82460,4.81
522,10387,4.56
311,63166,4.45
128,31701,4.51
274,45214,4.26
190,529346,2.4
163,252353,4.74
19,352032,4.22
236,412717,4.75
151,500732,3.69
175,281239,4.41
247,290950,3.87
155,809514,4.9
308,7482,5
114,1856,4.9
179,1161,4.77
142,8358,5
12,279,5
186,1068,5
372,2903,4.89
423,2773,4.78
303,3269,4.44
530,2877,5
237,1896,4.4
523,2640,5
571,2419,5
247,122780,4.41
75,15649,4.92
154,1521,4.98
581,1111,4.74
352,5004,4.84
295,12226,4.97
660,773,5
129,293,4.9
258,358,4.97
358,391,4.83
379,4071,4.9
373,7428,5
202,9511,4.02
371,26420,3.95
601,104610,4.78
34,3343,1
207,4431,4.79
186,9650,4.81
84,28454,4.81
82,176758,3.95
140,643718,4.74
262,44809,4.35
1638,99205,4.35
20,71,0
64,48,0
151,0,0
79,84,2
0,0,0
169,0,0
145,0,0
166,0,0
235,0,0
15,18,1
37,4,0
66,0,0
184,0,0
0,0,0
348,4,0
145,2,0
224,0,0
0,0,0
240,31,0
55,9,0
139,0,0
0,0,0
122,0,0
80,2,0
263,3,5
326,1,0
99,2,0
284,4,0
61,2,0
18,32,0
238,0,0
207,1,0
9,0,0
50,2,0
315,0,0
96,0,0
0,0,0
90,31,0
248,0,0
0,0,0
488,16,0
42,4,0
127,12,5
481,1,0
130,14,0
159,5,0
382,1,0
115,0,0
65,0,0
285,0,0
226,11,5
121,0,0
201,1,0
581,0,0
34,0,0
9,0,0
109,0,0
0,0,0
575,4,0
164,0,0
109,1,0
602,0,0
70,3,0
13,0,0
544,12,5
34,0,0
316,0,0
23,2,0
112,2,0
400,1,0
200,3,5
17,2,0
118,0,0
216,0,0
240,0,0
30,0,0
235,0,0
0,0,0
72,2,0
227,0,0
74,8,0
195,8,0
0,0,0
81,0,0
34,0,0
89,1,0
11,4,0
579,12,5
32,0,0
182,1,0
327,0,0
471,2,0
78,32,5
32,0,0
18,2,0
52,2,0
220,1,0
241,9471,4.9
476,4099,4.86
190,5056,4.74
197,3513,4.87
344,3814,4.34
62,1512,4.23
82,2228,4.87
216,12086,4.92
266,534,5
110,3780,3.54
282,4978,4.94
102,1856,4.68
270,1269,4.58
188,1116,4.65
196,909,4.72
69,1703,4.8
378,338,5
210,254,4.89
37,1796,4.31
77,299,5
77,309,5
596,397,4.69
348,904,4.8
287,259062,4.66
92,140848,4.42
102,8257,4.64
458,7651,4.79
691,208811,4.44
218,127157,4.34
89,7383,4.91
215,7650,5
187,6508,5
146,71432,4.93
189,45016,3.86
464,5731,4.92
56,85210,3.65
159,5656,5
167,80621,4.03
233,4611,5
140,4579,4.96
33,4994,5
447,29252,4.75
366,3937,5
801,12875,4.7
430,3844,4.9
322,8597,4.79
601,8165,4.87
507,7137,5
432,4051,4.65
242,634,4.75
322,1576,4.93
601,4754,4.94
456,2473,4.97
387,1068,4.91
517,1351,4.98
112,265,4.26
182,720,4.95
265,13589,4.11
261,2281,4.67
604,5537,4.85
204,341869,4.2
222,7971,4.89
597,31940,3.31
354,15725,4.76
119,19066,3.31
649,10403,5
189,27842,4.68
277,14021,4.73
531,10724,5
16,11377,4
648,9890,5
94,1665,4.5
622,7632,5
135,34,0
78,17,0
0,0,0
202,6,0
69,0,0
106,8,0
27,0,0
141,3,0
268,0,0
50,0,0
454,0,0
56,1,0
25,0,0
15,18,0
605,40,5
0,0,0
467,5,5
240,4,5
138,14,0
88,2,0
272,0,0
153,95,5
251,0,0
226,2,0
329,5,0
397,3,0
13,0,0
27,1,0
120,0,0
224,0,0
63,1,0
72,0,0
22,0,0
20,0,0
256,1,0
0,0,0
208,1,0
197,0,0
18,4,0
348,0,0
462,0,0
273,1,0
243,0,0
231,0,0
235,2,0
160,1,0
129,0,0
82,7,5
344,0,0
6,0,0
144,0,0
71,0,0
212,4,0
274,0,0
93,0,0
47,1,0
121,2,0
610,1,0
82,0,0
120,0,0
0,0,0
73,0,0
121,2,0
289,0,0
31,15,5
321,0,0
5,0,0
0,0,0
246,1,0
105,0,0
9,2,0
55,1,0
452,0,0
426,1,0
88,1,0
146,1,0
330,0,0
37,2,0
229,1,0
74,4,0
69,0,0
161,4,5
109,2,5
269,3,0
127,1,0
335,0,0
150,0,0
57,0,0
235,0,0
245,1,0
166,0,0
47,1,0
31,2,0
202,7517,4.89
9,588,5
395,2823,4.43
72,7276,4.94
138,4661,4.94
173,6458,4.72
163,3637,4.98
111,2301,4.85
514,1501,4.96
224,2130,4.92
660,3157,4.91
441,1436,5
61,1701,4.68
47,4054,4.89
296,1072,5
194,1629,4.46
581,262,3.4
596,27899,4.73
168,503,4.85
590,3399,5
150,211,4.73
143,15223,5
40,75,3.5
248,133,5
104,626,4.73
590,40,0
574,409,5
109,328,5
403,175,3.67
32,274,5
181,18,0
29,166174,4.78
182,67573,4.45
118,112601,4.68
268,62745,4.23
234,86299,4.8
84,66012,4.7
243,88300,4.45
301,108381,4.63
707,92724,4.67
94,101699,3.99
207,102624,4.39
53,34116,4.93
88,25255,4.8
181,62312,4.5
344,57336,4.83
147,37023,4.59
247,26248,4.87
38,25896,4.89
287,39302,4.77
53,48881,4.43
79,22247,4.77
191,987,4.99
649,7286,4.92
292,4922,4.89
28,3425,4.71
274,941,5
331,613,4.95
554,1591,5
199,1402,4.98
161,5560,4.99
213,5200,4.83
499,1074,4.8
146,647,5
111,9617,4.7
271,2606,4.33
99,26967,5
616,69719,4.79
218,185821,2.76
250,99789,1.65
568,13048,5
646,53934,4.94
350,1120,5
20,52154,4.41
431,16901,4.2
329,5165,4.72
240,369473,4.06
100,7781,4.25
557,46166,4.85
21,4,0
57,4,0
60,0,0
235,3,0
13,3,0
52,12,0
227,0,0
145,3,0
260,1,0
106,1,0
99,23,5
91,17,0
12,0,0
210,1,0
219,1,0
189,2,0
192,1,0
48,1,0
160,0,0
248,0,0
0,0,0
145,2,0
203,0,0
126,0,0
244,14,0
538,0,0
0,0,0
224,0,0
35,1,0
264,1,0
0,0,0
419,0,0
336,4,0
30,0,0
0,0,0
80,0,0
225,0,0
600,0,0
250,0,0
378,0,0
55,0,0
38,0,0
136,0,0
341,1,0
239,0,0
287,0,0
160,0,0
137,0,0
131,0,0
77,0,0
184,0,0
481,4,0
138,0,0
122,0,0
228,1,0
302,2,0
425,0,0
577,0,0
322,0,0
90,5,5
0,0,0
18,0,0
126,0,0
42,0,0
276,3,0
220,2,5
51,0,0
424,0,0
133,0,0
562,0,0
37,0,0
8,8,0
34,0,0
276,0,0
118,0,0
43,6,5
71,0,0
149,1,0
145,0,0
96,4,0
16,0,0
435,1,0
210,2,0
0,0,0
250,0,0
358,1,0
0,0,0
171,0,0
156,0,0
249,1,0
475,0,0
112,0,0
243,1,0
66,5,5
467,0,0
300,0,0
262,293280,4.52
411,217343,4.85
216,156556,4.84
54,13233,4.93
278,42033,4.45
34,90977,3.95
171,9945,4.92
1579,43246,4.53
46,6386,4.3
83,15654,4.48
100,12234,4.79
234,55005,4.82
209,45042,4.46
361,76216,4.66
395,19311,4.81
59,34620,4.11
136,22976,4.92
331,223,4.94
99,9690,4.93
129,4816,4.95
584,238913,4.72
262,472377,4.83
241,259290,4.59
391,111761,4.77
169,298459,4.8
40,186802,3.32
174,201689,4.74
128,1452,4.68
101,988775,4.86
32,748371,3.99
587,744,5
219,254462,3.57
594,104439,4.35
203,170717,4.5
389,202,5
393,128738,4.5
361,3770,3.17
281,164872,4.67
125,2073,4.71
235,3669,4.03
198,1212,3.86
113,3339,2.88
183,727,5
365,14399,4.9
191,164470,4.72
68,278,5
262,119322,4.18
498,95047,3.91
1540,102014,4.68
54,57306,4
180,61312,4.34
262,48796,4.69
68,60908,4.52
27,52598,4.52
347,57594,4.02
162,42414,4.77
128,40025,4.82
450,26933,4.73
161,830468,3.36
172,527447,4.91
732,311448,4.35
193,384068,4.74
14,381270,3.56
225,337157,4.61
156,324512,4.39
214,17079,4.97
275,30908,4.91
113,30254,4.93
127,10557,4.89
214,9206,4.9
113,40767,4.89
257,68514,4.86
171,14069,4.79
242,1772,4.95
200,17862,4.58
457,55966,4.91
298,167332,4.86
250,136435,4.47
175,16118,4.83
344,5016,4.94
129,3920,4.86
98,20321,4.77
181,19402,4.74
141,1913,4.91
217,53290,4.89
570,125563,4.86
300,137390,3.91
102,721173,4.92
29,593691,4.57
434,270565,0
197,176804,3.64
431,314197,3.22
590,44929,3.44
262,61582,2.56
201,132545,3.08
298,26657,3.48
584,16525,3.19
660,73126,4.71
599,1264,5
333,1664,5
134,17833,4.76
563,3625,4.68
130,50200,4.54
257,239020,4.7
187,75035,4
46,93105,4.68
200,1981,4
584,6105,4.88
587,212506,4.42
318,202,5
81,118,1
433,68,0
35,100,3
183,1,0
24,67,0
180,68,0
39,58,5
255,49,3
61,60,0
126,44,0
19,10,0
141,0,0
48,37,0
489,7,0
186,15,0
171,205,5
249,8,5
86,22,0
196,1,0
10,0,0
194,0,0
182,6,0
210,0,0
26,1,0
18,10,0
193,1,0
22,0,0
159,18,0
175,5,0
80,0,0
86,5,0
47,0,0
136,1,0
61,0,0
212,0,0
118,0,0
215,4,0
9,12,0
12,1,0
25,32,0
241,6,0
171,5,0
560,7,0
79,27,0
153,23,0
46,1,0
347,1,0
182,0,0
0,0,0
23,29,1
242,0,0
49,7,0
83,0,0
58,30,0
210,0,0
19,0,0
30,3,0
0,0,0
144,0,0
108,3,0
197,13,0
56,6,0
244,0,0
257,0,0
40,1,0
37,4,0
0,0,0
18,0,0
21,5,0
10,3,0
554,1,0
91,2,0
184,0,0
237,2,0
0,0,0
99,20,0
90,212,0
39,39,3
42,1,0
311,6,0
94,6,0
16,7,0
34,10,0
243,7,0
5,7,0
38,3,0
16,0,0
192,2,3
15,0,0
62,0,0
19,0,0
346,0,0
350,22,5
343,0,0
113,16,0
21,205,3
279,2,0
203,3,0
364,415091,4.77
639,133590,4.89
33,267795,2.38
175,46592,4.88
136,10367,4.86
227,206,4.97
1049,19974,4.71
9,26315,4.71
129,20461,4.68
163,252,4.89
273,18188,3.81
58,36802,3.98
951,61443,4.64
658,63472,4.69
288,118662,4.64
245,64710,4.64
297,5569,4.73
319,15390,4.94
1040,28271,4.59
138,37396,4.55
43,829835,3.56
879,29944,4.76
211,273,5
298,244580,3.44
250,2609,4.79
94,3235,5
133,210,4.8
243,1029,4.84
225,106254,2.49
47,226,4.2
211,192,5
225,244353,3.36
541,3205,4.87
58,10475,4.06
347,927,4.89
104,110871,3.81
114,209,3.33
175,1236,5
650,856,5
349,144659,2.12
210,84810,4.71
610,113543,4.04
274,113130,3.87
273,74295,3.49
650,54892,2.93
379,51840,4.53
431,61003,3.05
250,56864,2.83
657,28037,4.7
523,41160,4.78
515,29003,4.72
36,90191,4.31
634,33207,4.97
285,13968,4.92
211,15878,4.89
301,13396,4.78
294,3783,4.78
143,21046,4.95
271,9369,4.7
259,12347,4.94
214,30935,4.76
234,2271,4.94
262,9673,4.88
230,47813,4.57
423,10188,4.92
142,9621,4.91
165,27825,4.78
67,8610,4.78
192,6800,4.7
620,5078,4.97
246,10140,4.74
246,14946,4.86
404,97039,4.93
56,15086,3.48
91,481643,4.79
81,183135,4.57
92,245045,4.48
209,727015,4.01
301,158736,4.64
123,1659,3.5
188,260812,4.89
82,20871,5
149,54,0
31,74,0
325,22,0
61,64,0
600,46,0
37,37,0
82,0,0
204,45,0
298,0,0
124,46,0
32,7,0
222,0,0
68,2,0
302,0,0
443,7,5
77,22,0
221,0,0
50,0,0
302,0,0
0,0,0
52,1,0
89,0,0
289,28,0
0,0,0
50,0,0
41,1,0
56,0,0
226,0,0
39,0,0
0,0,0
31,0,0
217,0,0
78,4,0
247,9,0
424,0,0
84,29,0
142,0,0
474,48,0
226,3,0
15,0,0
125,3,0
31,4,0
257,0,0
0,0,0
36,0,0
11,3,0
32,0,0
115,0,0
109,11,5
55,4,5
51,0,0
29,5,0
28,1,0
267,0,0
0,0,0
47,0,0
152,1,0
0,0,0
472,5,0
64,0,0
72,0,0
255,0,0
115,0,0
230,2,0
252,4,0
29,0,0
155,1,0
108,0,0
0,0,0
210,1,0
75,0,0
0,0,0
308,1,0
295,4,0
327,0,0
84,0,0
304,0,0
0,0,0
0,0,0
51,1,0
0,0,0
69,0,0
15,0,0
51,4,0
0,0,0
0,0,0
0,0,0
57,19,0
62,0,0
260,0,0
0,0,0
25,8,0
280,0,0
571,20,0
200,2,0
61,0,0
173,0,0
0,0,0
